path,name,category,rect_transform_count,game_object_count,startup_score,startup_keywords,sample_node_names,large_rect_count
Assets/Resources/prefabs/ui/listitem/common/UIListItem_MaidSkin_AlernativeReward.prefab,UIListItem_MaidSkin_AlernativeReward,listitem,15,15,0,,UIListItem_MaidSkin_AlernativeReward|SkinName|Image|Text (TMP)|Reward|Text (TMP) (1)|Image_1|UIListItem_Reward (1)|Item_Reward|Item_Amount|Costume|GameObject,1
Assets/Resources/prefabs/ui/listitem/common/UIListItem_Reward.prefab,UIListItem_Reward,listitem,7,7,0,,UIListItem_Reward|Item_Reward|Item_Amount|Costume|GameObject|Btn_Info|Icon_Info,0
Assets/Resources/prefabs/ui/listitem/common/UIListItem_Reward_UserProfile.prefab,UIListItem_Reward_UserProfile,listitem,5,5,0,,UIListItem_Reward_UserProfile|ProfileMask|ProfileImgPos|OL|FramePos,0
Assets/Resources/prefabs/ui/listitem/common/UIListItem_RewardInfo.prefab,UIListItem_RewardInfo,listitem,8,8,0,,UIListItem_RewardInfo|boximg|GameObject|Item|Item (1)|TextAmount|Btn_Info|Icon_Info,0
Assets/Resources/prefabs/ui/listitem/common/UIListItem_RewardInfo_Npc.prefab,UIListItem_RewardInfo_Npc,listitem,5,5,0,,UIListItem_RewardInfo_Npc|boximg|Image|Item|Image,0
Assets/Resources/prefabs/ui/listitem/common/UIListItem_RewardItem.prefab,UIListItem_RewardItem,listitem,18,19,0,,UIListItem_RewardItem|Coupon_ FinalReward|Image|Effect|Light|GameObject|Icon_reward|Coupon|Image|Text (TMP)|GetPanel|GetPanel_1,0
Assets/Resources/prefabs/ui/listitem/common/UIListItem_RewardItem_Cartoon.prefab,UIListItem_RewardItem_Cartoon,listitem,5,5,0,,UIListItem_RewardItem_Cartoon|Item_Icon_Reward|Item_Block_Reward|TextAmount|Btn_Info,0
Assets/Resources/prefabs/ui/listitem/common/UIListitem_RewardItem_ClearInfo.prefab,UIListitem_RewardItem_ClearInfo,listitem,6,6,0,,UIListitem_RewardItem_ClearInfo|Image (9)|Image (10)|Text (TMP)|Btn_Info|Icon,0
Assets/Resources/prefabs/ui/listitem/common/UIListitem_RewardItem_Event.prefab,UIListitem_RewardItem_Event,listitem,9,9,0,,UIListitem_RewardItem_Event|Image (9)|Image (10)|Line|Text (TMP)|Btn_Info|CompletePanel|Image|Image (1),0
Assets/Resources/prefabs/ui/listitem/common/UIListitem_RewardItem_MissionPass.prefab,UIListitem_RewardItem_MissionPass,listitem,5,5,0,,UIListitem_RewardItem_MissionPass|Image (9)|Image (10)|Text (TMP)|Btn_Info,0
Assets/Resources/prefabs/ui/listitem/common/UIListitem_RewardItem_Package.prefab,UIListitem_RewardItem_Package,listitem,6,6,0,,UIListitem_RewardItem_Package|Image (9)|Image (10)|Text (TMP)|Btn_Info|Icon,0
Assets/Resources/prefabs/ui/listitem/common/UIListitem_RewardItem_PuddingJUmp.prefab,UIListitem_RewardItem_PuddingJUmp,listitem,9,9,0,,UIListitem_RewardItem_PuddingJUmp|Image (9)|Image (10)|Text (TMP)|Btn_Info|score|CompletePanel|Image|Image (1),0
Assets/Resources/prefabs/ui/listitem/coupon/stamp/UIListItem_Stamp_Akane.prefab,UIListItem_Stamp_Akane,listitem,6,6,0,,UIListItem_Stamp_Akane|Bread|Stamp_Img (5)|White2|White2 (1)|White2 (2),0
Assets/Resources/prefabs/ui/listitem/coupon/stamp/UIListItem_Stamp_Aku.prefab,UIListItem_Stamp_Aku,listitem,4,4,0,,UIListItem_Stamp_Aku|Plate (1)|CupCake|Stamp_Img (5),0
Assets/Resources/prefabs/ui/listitem/coupon/stamp/UIListItem_Stamp_Yuki.prefab,UIListItem_Stamp_Yuki,listitem,8,8,0,,UIListItem_Stamp_Yuki|Cup (2)|Color|Stamp_Img (5)|Heart|Twinkle|Twinkle (1)|Twinkle (2),0
Assets/Resources/prefabs/ui/listitem/coupon/stampbase/UIListItem_StampBase_Akane.prefab,UIListItem_StampBase_Akane,listitem,5,5,0,,UIListItem_StampBase_Akane|Plate|Cup (2)|Cup (3)|Text (TMP),0
Assets/Resources/prefabs/ui/listitem/coupon/stampbase/UIListItem_StampBase_Aku.prefab,UIListItem_StampBase_Aku,listitem,13,13,0,,UIListItem_StampBase_Aku|Cup|Plate|Cup (2)|Cup (3)|Cup|Cup|Cup (1)|Cup (2)|Cup (3)|Cup|Cup (1),0
Assets/Resources/prefabs/ui/listitem/coupon/stampbase/UIListItem_StampBase_Yuki.prefab,UIListItem_StampBase_Yuki,listitem,13,13,0,,UIListItem_StampBase_Yuki|Cup|Plate (1)|Cup (2)|Plate|Cup (2)|Cup (3)|Grib (1)|Cup (2)|Cup (3)|Cup (4)|Cup (5),0
Assets/Resources/prefabs/ui/listitem/coupon/UIListItem_CouponCard_Akane.prefab,UIListItem_CouponCard_Akane,listitem,165,170,0,,UIListItem_CouponCard_Akane|Particle System (2)|CouponCard|CouponCard|Bottom|Bottom (1)|Top|Bottom (2)|Bottom (3)|Bottom (4)|Bottom (5)|Bottom (6),1
Assets/Resources/prefabs/ui/listitem/coupon/UIListItem_CouponCard_Aku.prefab,UIListItem_CouponCard_Aku,listitem,225,230,0,,UIListItem_CouponCard_Aku|Particle System (2)|CouponCard|CouponCard|Bottom|Bottom (1)|Top|Bottom (2)|Bottom (3)|Bottom (4)|Bottom (5)|Bottom (6),1
Assets/Resources/prefabs/ui/listitem/coupon/UIListItem_CouponCard_Kaede.prefab,UIListItem_CouponCard_Kaede,listitem,217,222,0,,UIListItem_CouponCard_Kaede|Particle System (2)|CouponCard|CouponCard|Bottom|Bottom (1)|Top|Bottom (2)|Bottom (3)|Bottom (4)|Bottom (5)|Bottom (6),1
Assets/Resources/prefabs/ui/listitem/coupon/UIListItem_CouponCard_Kokomi.prefab,UIListItem_CouponCard_Kokomi,listitem,279,284,0,,UIListItem_CouponCard_Kokomi|Particle System (2)|CouponCard|CouponCard|Bottom|Bottom (1)|Top|Bottom (2)|Bottom (3)|Bottom (4)|Bottom (5)|Bottom (6),1
Assets/Resources/prefabs/ui/listitem/coupon/UIListItem_CouponCard_Normal.prefab,UIListItem_CouponCard_Normal,listitem,91,96,0,,UIListItem_CouponCard_Normal|Particle System (2)|CouponCard|CouponCard|Bottom|Bottom (1)|StampGrid|1|Grip|Cup|Text (TMP)|Stamp,1
Assets/Resources/prefabs/ui/listitem/coupon/UIListItem_CouponCard_Yuki.prefab,UIListItem_CouponCard_Yuki,listitem,277,282,0,,UIListItem_CouponCard_Yuki|Particle System (2)|CouponCard|CouponCard|Bottom|Bottom (1)|Top|Bottom (2)|Bottom (3)|Bottom (4)|Bottom (5)|Bottom (6),1
Assets/Resources/prefabs/ui/listitem/echobook/base/EchoBook_Base.prefab,EchoBook_Base,listitem,33,33,0,,EchoBook_Base|Glow|BotGroup|Paper|Deco|BotColor|BotColor|InnerShadow|BotColor|BotColor|Light_Bot|BookCoverGroup,0
Assets/Resources/prefabs/ui/listitem/echobook/base/UIListItem_EchoArchive_Episode.prefab,UIListItem_EchoArchive_Episode,listitem,35,35,0,,UIListItem_EchoArchive_Episode|GameObject|EchoBook_Base|Glow|BotGroup|Paper|Deco|BotColor|BotColor|InnerShadow|BotColor|BotColor,0
Assets/Resources/prefabs/ui/listitem/echobook/EchoBook_Aiko.prefab,EchoBook_Aiko,listitem,33,33,0,,EchoBook_Aiko|Glow|BotGroup|Paper|Deco|BotColor|BotColor|InnerShadow|BotColor|BotColor|Light_Bot|BookCoverGroup,0
Assets/Resources/prefabs/ui/listitem/echobook/EchoBook_Kurone.prefab,EchoBook_Kurone,listitem,33,33,0,,EchoBook_Kurone|Glow|BotGroup|Paper|Deco|BotColor|BotColor|InnerShadow|BotColor|BotColor|Light_Bot|BookCoverGroup,0
Assets/Resources/prefabs/ui/listitem/event/DormitoryQuestItem.prefab,DormitoryQuestItem,listitem,20,22,0,,DormitoryQuestItem|BG|Top|Jewel|Glow|Text_Number|Top|Bottom|MaidName|Text (TMP)|Middle|FillMask,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Band.prefab,EventQuestItem_Band,listitem,21,23,0,,EventQuestItem_Band|New SkeletonGraphic|Gauge|RewardGauge|Mask_Gauge|Bar|Text_Number|Level|OL (1)|Text (TMP)|Time|Image (2),0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Bingo.prefab,EventQuestItem_Bingo,listitem,25,27,0,,EventQuestItem_Bingo|SpinePos|New SkeletonGraphic|Img_StepBG|1|Txt_Step|2|Txt_Step|3|Txt_Step (1)|4|Txt_Step (2),0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_BloodWorm.prefab,EventQuestItem_BloodWorm,listitem,20,22,0,,EventQuestItem_BloodWorm|SpinePos|New SkeletonGraphic|Gauge|RewardGauge|Mask_Gauge|Bar|Text_Number|Image|Time|Image (2)|Time,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_CardPack.prefab,EventQuestItem_CardPack,listitem,24,29,0,,EventQuestItem_CardPack|Image|GameObject|Image|Image (1)|Image (2)|Gauge|RewardGauge|Mask_Gauge|Bar|Text_Number|TargetBlock,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Cartoon.prefab,EventQuestItem_Cartoon,listitem,84,86,0,,EventQuestItem_Cartoon|SpinePos|New SkeletonGraphic|Icon_temp|Image|Light|Image_3|Image_1|New SkeletonGraphic|Slider|Background|Fill Area,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_CumulativeQuest.prefab,EventQuestItem_CumulativeQuest,listitem,25,27,0,,EventQuestItem_CumulativeQuest|SpinePos|New SkeletonGraphic|Image|Image|New SkeletonGraphic|Image_3|Image_1|Image_2|Gauge|RewardGauge|Mask_Gauge,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Fishing.prefab,EventQuestItem_Fishing,listitem,42,44,0,,EventQuestItem_Fishing|Image (1)|Image (1)|Image|New SkeletonGraphic|Image (2)|Image (1)|Image (3)|Image (1)|Image (4)|Image (1)|Image (5),0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_GuideMission.prefab,EventQuestItem_GuideMission,listitem,22,24,0,,EventQuestItem_GuideMission|SpinePos|New SkeletonGraphic|Image|Image|Image (1)|Gauge|RewardGauge|Mask_Gauge|Bar|Text_Number|Time,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_House.prefab,EventQuestItem_House,listitem,70,74,0,,EventQuestItem_House|BalloonsHome|Balloons|UIBalloons|TweenUpDown|TweenLeftRight|TweenRotation|Balloons|BalloonsTransform|Line|UIBalloons|TweenUpDown,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Match3d.prefab,EventQuestItem_Match3d,listitem,29,35,0,,EventQuestItem_Match3d|NPC|BG|RewardItem_01|Image|Particle System|Glow|Star|Item|RewardItem_02|Image (1)|Particle System (1),0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_MatchCard.prefab,EventQuestItem_MatchCard,listitem,28,28,0,,EventQuestItem_MatchCard|SpinePos|New SkeletonGraphic|Img_StepBG|1|Txt_Step|2|Txt_Step|3|Txt_Step|4|Txt_Step,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_MateRace.prefab,EventQuestItem_MateRace,listitem,29,29,0,,EventQuestItem_MateRace|SpinePos|New SkeletonGraphic|EventItemCount|Icon_BG|Icon_3rd|Icon_2nd|Icon_1st|Rank|UFX_Noti_Num|Image|Image_1,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_MissionPass.prefab,EventQuestItem_MissionPass,listitem,22,24,0,,EventQuestItem_MissionPass|SpinePos|Img_StepBG|nomal|premium|Txt_Step|Gauge|RewardGauge|Mask_Gauge|Bar|Text_Number|Image,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Ocean.prefab,EventQuestItem_Ocean,listitem,31,35,0,,EventQuestItem_Ocean|NPC|BG|RewardItem_01|Image|Particle System|Glow|Star|Item|RewardItem_02|Image (1)|Particle System (1),0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_PC_BloodWorm.prefab,EventQuestItem_PC_BloodWorm,listitem,20,22,0,,EventQuestItem_PC_BloodWorm|SpinePos|New SkeletonGraphic|Gauge|RewardGauge|Mask_Gauge|Bar|Text_Number|Image|Time|Image (2)|Time,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_PC_PuddingJump.prefab,EventQuestItem_PC_PuddingJump,listitem,20,22,0,,EventQuestItem_PC_PuddingJump|SpinePos|New SkeletonGraphic|Gauge (1)|RewardGauge|Mask_Gauge|Bar|Text_Number|Image|Time|Image (2)|Time,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_PC_VendingMachine.prefab,EventQuestItem_PC_VendingMachine,listitem,20,22,0,,EventQuestItem_PC_VendingMachine|SpinePos|New SkeletonGraphic|Gauge (1)|RewardGauge|Mask_Gauge|Bar|Text_Number|Image|Time|Image (2)|Time,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Pudding.prefab,EventQuestItem_Pudding,listitem,21,26,0,,EventQuestItem_Pudding|SpinePos|New SkeletonGraphic|Gauge|RewardGauge|Mask_Gauge|Bar|Text_Number|TargetBlock|Item|Time|Image (2),0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_PuddingJump.prefab,EventQuestItem_PuddingJump,listitem,20,22,0,,EventQuestItem_PuddingJump|SpinePos|New SkeletonGraphic|Gauge (1)|RewardGauge|Mask_Gauge|Bar|Text_Number|Image|Time|Image (2)|Time,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_SchoolUniform.prefab,EventQuestItem_SchoolUniform,listitem,20,22,0,,EventQuestItem_SchoolUniform|Image (1)|StepGroup|Lv1|OL|Image|IconSize|Icon|ItemAmount|Time|Image (2)|Time,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_SeasonPass.prefab,EventQuestItem_SeasonPass,listitem,22,24,0,,EventQuestItem_SeasonPass|SpinePos|New SkeletonGraphic|Img_StepBG|nomal|Txt_Step|premium|Txt_Step|Amount|TargetIcon|Text_Amount|Image,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_SeasonPass_Christmas.prefab,EventQuestItem_SeasonPass_Christmas,listitem,25,29,0,,EventQuestItem_SeasonPass_Christmas|Icon|Image (1)|UIParticle|SpinePos|New SkeletonGraphic|Img_StepBG|nomal|Txt_Step|premium|Txt_Step|Amount,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_SeasonPass_Halloween.prefab,EventQuestItem_SeasonPass_Halloween,listitem,36,38,0,,EventQuestItem_SeasonPass_Halloween|HalloweenIcon|BGMask|BGColor|BGFX|Ghost1|CharMask|Char|Darker|EyeGlow_L|EyeLight_L|EyeGlow_R,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Spring.prefab,EventQuestItem_Spring,listitem,52,56,0,,EventQuestItem_Spring|SpringEvent|Character|Body|Body_Base|Head|Head_EarR|Head_EarL|Head_Base|Head_EyeL|Head_EyeR|Head_Mouth,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_TreasureSand.prefab,EventQuestItem_TreasureSand,listitem,28,30,0,,EventQuestItem_TreasureSand|Image (1)|Image_2|Image_2 (1)|Image (2)|Image (1)|EventItemCount|Icon_BG|Icon_BG|Icon_Target|ItemCount|LvView,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_VendingMachine.prefab,EventQuestItem_VendingMachine,listitem,20,22,0,,EventQuestItem_VendingMachine|SpinePos|New SkeletonGraphic|Gauge|RewardGauge|Mask_Gauge|Bar|Text_Number|Image|Time|Image (2)|Time,0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_WhiteDay.prefab,EventQuestItem_WhiteDay,listitem,89,89,0,,EventQuestItem_WhiteDay|Image (1)|Image (1)|Image (2)|UIListitem_BubbleTea (1)|BG|OutLine|OutLine (1)|Gauge|Fill Area|Fill_Color|Bubble (1),0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_Winter.prefab,EventQuestItem_Winter,listitem,31,35,0,,EventQuestItem_Winter|NPC|BG|RewardItem_01|Image|Particle System|Glow|Star|Item|RewardItem_02|Image (1)|Particle System (1),0
Assets/Resources/prefabs/ui/listitem/event/EventQuestItem_WorkLog.prefab,EventQuestItem_WorkLog,listitem,91,94,0,,EventQuestItem_WorkLog|SpinePos|Image|Core|UIParticle|Bot|Lead_B|Sharp|Carbon|Lead_L2|Sharp|Carbon,0
Assets/Resources/prefabs/ui/listitem/event/Grid_QuestItemMainPoint.prefab,Grid_QuestItemMainPoint,listitem,41,48,0,,Grid_QuestItemMainPoint|BG|StoneGroup|Bottom (1)|Bottom (1)|Bottom (2)|OFF|ON|AllClearFX2|Image|AllClearFX1|SSL (1),0
Assets/Resources/prefabs/ui/listitem/event/UIListItem_BloodWorm_Hole.prefab,UIListItem_BloodWorm_Hole,listitem,4,4,0,,UIListItem_BloodWorm_Hole|HoleImage|HoleImage|HoleImage (2),0
Assets/Resources/prefabs/ui/listitem/event/UIListItem_BloodWorm_Target.prefab,UIListItem_BloodWorm_Target,listitem,33,34,0,,UIListItem_BloodWorm_Target|Mask|MoveObject|Normal|Golden|FakeWorm|FakeWorm_Hit|FakeWorm_Hit|Heart|Text (TMP)|Catched|Mate,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_BubbleTea.prefab,UIListitem_BubbleTea,listitem,34,34,0,,UIListitem_BubbleTea|BG|OutLine|OutLine (1)|Gauge|Fill Area|Fill_Color|Bubble (1)|Image (2)|Bubble (4)|Image (2)|Bubble (5),0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_CardPack_AlbumProfile.prefab,UIListitem_CardPack_AlbumProfile,listitem,20,20,0,,UIListitem_CardPack_AlbumProfile|Profile|InnerLine_Color|ImgMask|BG|Img|ProfileImg|UFX_Noti|Image|UFX_Noti|Particle System (1)|Particle System (2),0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_CardPack_RewardCard.prefab,UIListitem_CardPack_RewardCard,listitem,37,37,0,,UIListitem_CardPack_RewardCard|CardParent|UIListItem_PhotoCard|Card|Back|Frount|Inside|UnLock|BG|Img|Bot|Gradient,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_CartoonCut.prefab,UIListitem_CartoonCut,listitem,2,2,0,,UIListitem_CartoonCut|Image,1
Assets/Resources/prefabs/ui/listitem/event/UIListitem_CartoonQuest.prefab,UIListitem_CartoonQuest,listitem,46,46,0,,UIListitem_CartoonQuest|Main|Deco_ScreenToneT|Deco_ScreenToneB|UIListItem_QuestInfoItem|Reward|ItemSlotBG|ItemSlot|RewardTitle|Image|RequestCheckBar_Title|RewardItemBG,1
Assets/Resources/prefabs/ui/listitem/event/UIListitem_CumulativeQuest.prefab,UIListitem_CumulativeQuest,listitem,69,70,0,,UIListitem_CumulativeQuest|BG|BG_Normal|Image|OutLine|BG_Premium|Image|Image|Image_1|OutLine|OutLine_1|Light,1
Assets/Resources/prefabs/ui/listitem/event/UIListItem_EventBingoSlot.prefab,UIListItem_EventBingoSlot,listitem,21,22,0,,UIListItem_EventBingoSlot|Img_SlotBG_A|Img_SlotBG_B|Object_Block|Image_Block|Btn_SecretShopMark|Btn_Get|Image_Check|CompleteMark|Img_SlotBG_LineComplete|BingoCover|BingoCover (1),0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_EventCartoonQuestItemSlot.prefab,UIListitem_EventCartoonQuestItemSlot,listitem,4,4,0,,UIListitem_EventCartoonQuestItemSlot|Item|Icon_MatchMark|Text (TMP),0
Assets/Resources/prefabs/ui/listitem/event/UIListItem_EventFishingSlot.prefab,UIListItem_EventFishingSlot,listitem,10,11,0,,UIListItem_EventFishingSlot|FX_FishBingoGet|Img_SlotBG_A|Object_Block|Image_Block|Btn_Info|Btn_Get|Btn_Get_Icon|Image_Check|Cover,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_Fishing_Fish.prefab,UIListitem_Fishing_Fish,listitem,4,5,0,,UIListitem_Fishing_Fish|Fish_Move|Fish|Fx_Get,1
Assets/Resources/prefabs/ui/listitem/event/UIListItem_MateRaceMate.prefab,UIListItem_MateRaceMate,listitem,2,2,0,,UIListItem_MateRaceMate|New SkeletonGraphic,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MiniGame_BloodWorm.prefab,UIListitem_MiniGame_BloodWorm,listitem,79,83,0,,UIListitem_MiniGame_BloodWorm|Round|ScoreText|HoleGroup|TargetParent|HoleGroup (1)|Image (1)|Image (10)|Image (2)|Image (10)|Image (3)|Image (10),1
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MiniGame_Clear.prefab,UIListitem_MiniGame_Clear,listitem,5,5,0,,UIListitem_MiniGame_Clear|Image|Image|Image (1)|Finish,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MiniGame_Fishing.prefab,UIListitem_MiniGame_Fishing,listitem,19,19,0,,UIListitem_MiniGame_Fishing|Mask|BG|CatchRange|Range|StartPos|EndPos|TargetFish|targetObject|Deco|LineRenderer|FishingRod,3
Assets/Resources/prefabs/ui/listitem/event/UIListitem_Minigame_PuddingJump_DotLine.prefab,UIListitem_Minigame_PuddingJump_DotLine,listitem,10,10,0,,UIListitem_Minigame_PuddingJump_DotLine|dotLine|UIListItem_RewardInfo|boximg|GameObject|Item|Item (1)|TextAmount|Btn_Info|Icon_Info,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MiniGame_VendingMachine.prefab,UIListitem_MiniGame_VendingMachine,listitem,400,415,0,,UIListitem_MiniGame_VendingMachine|BGMask|BG|BGPattern|Image_1|Image_2|Image_3|Image_4|Image_5|Image_6|Image_7|Image_8,7
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassBonusReward.prefab,UIListitem_MissionPassBonusReward,listitem,47,48,0,,UIListitem_MissionPassBonusReward|NormalReward|BG|BGDeco|BGDeco (1)|Title|Image (1)|TextAmount|Item_Reward|Btn_info|info|TextAmount,4
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassPeriodQuest.prefab,UIListitem_MissionPassPeriodQuest,listitem,30,30,0,,UIListitem_MissionPassPeriodQuest|ApTime|Icon|Text_ResetTime|BG|DotLine|Image (1)|Image (2)|Image (3)|Image (4)|Image (5)|Image (6),0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassPeriodQuest_Christmas.prefab,UIListitem_MissionPassPeriodQuest_Christmas,listitem,43,43,0,,UIListitem_MissionPassPeriodQuest_Christmas|BG|ApTime|ApTime|Icon|Text_ResetTime|BG|Ball_Red|Color|Pattern|Shadow|Shadow,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassPeriodQuest_Summer.prefab,UIListitem_MissionPassPeriodQuest_Summer,listitem,25,25,0,,UIListitem_MissionPassPeriodQuest_Summer|BG|BG|QuestType|Icon|ApTime|String_Blue|String_Pink|ApTime|Icon|Text_ResetTime|Main,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassQuest.prefab,UIListitem_MissionPassQuest,listitem,28,28,0,,UIListitem_MissionPassQuest|BG|DotLine|Image (1)|Image (2)|Image (3)|Image (4)|Image (5)|Image (6)|Image (7)|Reward|ExpIcon,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassQuest_Christmas.prefab,UIListitem_MissionPassQuest_Christmas,listitem,39,39,0,,UIListitem_MissionPassQuest_Christmas|BG|BG|Ball_Red|Color|Pattern|Shadow|Shadow|Glow|GameObject (3)|Ball_Green|Color,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassQuest_Summer.prefab,UIListitem_MissionPassQuest_Summer,listitem,24,24,0,,UIListitem_MissionPassQuest_Summer|BG|ApTime|String_Pink|ApTime|Icon|Text_ResetTime|BG|QuestType|Icon|Main|Title,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassReward.prefab,UIListitem_MissionPassReward,listitem,85,90,0,,UIListitem_MissionPassReward|NormalReward|BG|rewardLockPanel|rewardGetPanel_Icon|UIListItem_RewardItem|Coupon_ FinalReward|Image|Effect|Light|GameObject|Icon_reward,1
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassReward_Christmas.prefab,UIListitem_MissionPassReward_Christmas,listitem,98,103,0,,UIListitem_MissionPassReward_Christmas|NormalReward|BG|GameObject|Shadow|Dish|OLMask|OL|Inner|Inner (1)|Arrow|Deco,1
Assets/Resources/prefabs/ui/listitem/event/UIListitem_MissionPassReward_Summer.prefab,UIListitem_MissionPassReward_Summer,listitem,90,95,0,,UIListitem_MissionPassReward_Summer|NormalReward|BG|Image|Deco|Image (1)|rewardLockPanel|rewardGetPanel_Icon|UIListItem_RewardItem|Coupon_ FinalReward|Image|Effect,1
Assets/Resources/prefabs/ui/listitem/event/UIListItem_PC_BloodWorm_Target.prefab,UIListItem_PC_BloodWorm_Target,listitem,6,6,0,,UIListItem_PC_BloodWorm_Target|Mask|MoveObject|Normal|Catched|Head,0
Assets/Resources/prefabs/ui/listitem/event/UIListItem_PhotoCard.prefab,UIListItem_PhotoCard,listitem,35,35,0,,UIListItem_PhotoCard|Card|Back|Frount|Inside|UnLock|BG|Img|Bot|Gradient|Text (TMP)|StarGroup,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_PuddingReward.prefab,UIListitem_PuddingReward,listitem,26,26,0,,UIListitem_PuddingReward|Plate|Clear|SkeletonGraphic (ChocoPudding)|UIListitem_PuddingReward|RewardLayout|Reward|Show|Item|Amount|TextAmount|Reward (1),0
Assets/Resources/prefabs/ui/listitem/event/Uilistitem_TreasureSandBlock.prefab,Uilistitem_TreasureSandBlock,listitem,5,7,0,,Uilistitem_TreasureSandBlock|BoardBlock|HideMask|ClearBlock|FX,0
Assets/Resources/prefabs/ui/listitem/event/Uilistitem_TreasureSandCell.prefab,Uilistitem_TreasureSandCell,listitem,6,12,0,,Uilistitem_TreasureSandCell|Screen|FXParent|UFX_Dust1|UFX_Dust2|UFX_Dust3,0
Assets/Resources/prefabs/ui/listitem/event/Uilistitem_TreasureSandCellBG.prefab,Uilistitem_TreasureSandCellBG,listitem,2,2,0,,Uilistitem_TreasureSandCellBG|Screen,0
Assets/Resources/prefabs/ui/listitem/event/UIListitem_WhiteDayPipe.prefab,UIListitem_WhiteDayPipe,listitem,35,35,0,,UIListitem_WhiteDayPipe|Pipe|BG|GameObject|Image_7|Image_8|Image_9|Image_1|Image_2|Image_3|Image_4|Image_5,2
Assets/Resources/prefabs/ui/listitem/Grid_BlockGroup.prefab,Grid_BlockGroup,listitem,15,17,0,,Grid_BlockGroup|Arrow|BlockMain_Img|MainTitle|SubTitle|GroupSubName_text|Slider|Background|Fill Area|Fill|Silder_Text|UFX_Noti,1
