source_type,source_name,source_path,node_path,layout_kind,anchor_min,anchor_max,anchored_position,size_delta,children_count
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Bottom/UIBlockInfo/Bg/Grid/Crafting_Group/Scroll View/Viewport/Content/UIListItem_RewardItem (3)/Btn_Remove/Bg,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Bottom/UIBlockInfo/Bg/Grid/Crafting_Group/Scroll View/Viewport/Content/UIListItem_RewardItem (3)/Btn_Remove/Bg (1),full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.9999992}","{""x"": 0.0, ""y"": -3.9999983}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Bottom/UIBlockInfo/Bg/Grid/Crafting_Group/Scroll View/Viewport/Content/UIListItem_RewardItem (4)/Btn_Remove/Bg,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Bottom/UIBlockInfo/Bg/Grid/Crafting_Group/Scroll View/Viewport/Content/UIListItem_RewardItem (4)/Btn_Remove/Bg (1),full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.9999992}","{""x"": 0.0, ""y"": -3.9999983}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Bottom/UIBlockInfo/Bg/Grid/Crafting_Group/Scroll View/Viewport/Content/UIListItem_RewardItem (5)/Btn_Remove/Bg,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Bottom/UIBlockInfo/Bg/Grid/Crafting_Group/Scroll View/Viewport/Content/UIListItem_RewardItem (5)/Btn_Remove/Bg (1),full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.9999992}","{""x"": 0.0, ""y"": -3.9999983}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RequiredGroup/UiListitem_EchoArchive_FabricateBlock/IconBG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RequiredGroup/UiListitem_EchoArchive_FabricateBlock (1)/IconBG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RequiredGroup/UiListitem_EchoArchive_FabricateBlock (2)/IconBG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RequiredGroup/UiListitem_EchoArchive_FabricateBlock (3)/IconBG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RsultGroup/UiListitem_EchoArchive_FabricateBlock (3)/IconBG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Tr_InGame_TextPopup,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Request/SkillInfo/Btn_Prev,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 10000.0, ""y"": 10000.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone,fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 3072.0, ""y"": 1024.0}",6
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent,fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 3072.0, ""y"": 1024.0}",2
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/RewardInfoGroup/CloseBtn,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 600.0, ""y"": 4000.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Request/SkillInfo/Main/Viewport/Table/Image (2)/Image (3),fixed_anchor,"{""x"": 0.5, ""y"": 1.0}","{""x"": 0.5, ""y"": 1.0}","{""x"": 0.0, ""y"": -350.0}","{""x"": 700.0, ""y"": 1400.0}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Request/SkillInfo/Main,fixed_anchor,"{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -600.0, ""y"": 0.0}","{""x"": 700.0, ""y"": 1000.0}",3
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RequiredGroup/UiListitem_EchoArchive_FabricateBlock/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RequiredGroup/UiListitem_EchoArchive_FabricateBlock (1)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RequiredGroup/UiListitem_EchoArchive_FabricateBlock (2)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RequiredGroup/UiListitem_EchoArchive_FabricateBlock (3)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/BlockGroup/RsultGroup/UiListitem_EchoArchive_FabricateBlock (3)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/RewardsGroup/RequiredGroup/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/RewardsGroup/RequiredGroup/UIListItem_RewardItem_1/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (1)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (2)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (3)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (4)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (5)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (6)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (7)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (8)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (9)/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/RewardsGroup/RequiredGroup/UIListItem_RewardItem/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/RewardsGroup/RequiredGroup/UIListItem_RewardItem_1/Coupon_ FinalReward/GameObject/Icon_reward/Coupon/Image,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 687.746, ""y"": 418.329}",0
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/UIEcho_Kurone/Char,fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 100.0}","{""x"": 500.0, ""y"": 500.0}",1
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/Char,fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 100.0}","{""x"": 500.0, ""y"": 500.0}",1
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent,large_panel,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 200.0, ""y"": 1024.0}",2
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEchoArchive/AutoPosYSetting/PrefabParent/Cover/Gradient_T,mixed,"{""x"": 0.0, ""y"": 1.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 600.0, ""y"": 300.0}",1
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/Cover/Gradient_T,mixed,"{""x"": 0.0, ""y"": 1.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 600.0, ""y"": 300.0}",1
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Request/RequestList/ScrollView/Viewport/Content/Grid_Request/NoQuest/Mask,mixed,"{""x"": 0.0, ""y"": 1.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 400.0, ""y"": 445.78}",5
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/UIUseItemBlock/UIGroup/dialogue_Click/UIChatBox,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 200.0}","{""x"": 840.0, ""y"": 200.0}",3
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Request/SkillInfo/Main/Viewport/MaidArea/skillInfoItem_2,fixed_anchor,"{""x"": 0.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.0}","{""x"": 560.0, ""y"": -226.0}","{""x"": 840.0, ""y"": 144.0}",1
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Request/SkillInfo/Main/Viewport/MemoryArea/Skill_1/UIListItem_TeamFormation_MemoryCardSlot/Card,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}",{},"{""x"": 300.0, ""y"": 400.0}",3
prefab,UIInGame,Assets/Resources/prefabs/ui/uiroot/UIInGame.prefab,UIInGame/Request/SkillInfo/Main/Viewport/MemoryArea/Skill_2/UIListItem_TeamFormation_MemoryCardSlot/Card,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}",{},"{""x"": 300.0, ""y"": 400.0}",3
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1080.0, ""y"": 1920.0}",7
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/Loading_Type/BG_Base/HalloweenBG,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 660.0, ""y"": 300.0}","{""x"": 3072.0, ""y"": 2048.0}",1
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/Loading_Type/BG_Base,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2048.0, ""y"": 2048.0}",3
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/Loading_Type/BG_Base/BG,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2048.0, ""y"": 2048.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/Loading_Type/BG_Base/BG_Event,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2048.0, ""y"": 2048.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LoadingBar,fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 300.0}","{""x"": 670.0, ""y"": 50.0}",5
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/Loading_Type,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",1
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_KR,fixed_anchor,"{""x"": 0.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.0}","{""x"": 50.0, ""y"": -280.0}","{""x"": 512.0, ""y"": 512.0}",1
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_EN,fixed_anchor,"{""x"": 0.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.0}","{""x"": 50.0, ""y"": -280.0}","{""x"": 512.0, ""y"": 512.0}",1
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_JP,fixed_anchor,"{""x"": 0.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.0}","{""x"": 50.0, ""y"": -280.0}","{""x"": 512.0, ""y"": 512.0}",1
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_CH,fixed_anchor,"{""x"": 0.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.0}","{""x"": 50.0, ""y"": -280.0}","{""x"": 512.0, ""y"": 512.0}",1
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_CHS,fixed_anchor,"{""x"": 0.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.0}","{""x"": 50.0, ""y"": -280.0}","{""x"": 512.0, ""y"": 512.0}",1
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/LogoImage,fixed_anchor,"{""x"": 0.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 1.0}","{""x"": 50.0, ""y"": -24.0}","{""x"": 512.0, ""y"": 512.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_KR/SkeletonGraphic (MugeMaidcafe Logo),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 512.0, ""y"": 512.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_EN/SkeletonGraphic (MaidCafe_Logo_Eg),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 176.0}","{""x"": 512.0, ""y"": 512.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_JP/SkeletonGraphic (MaidCafe_Logo_Jp),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 176.0}","{""x"": 512.0, ""y"": 512.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_CH/SkeletonGraphic (MaidCafe_Logo_CH),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 176.0}","{""x"": 512.0, ""y"": 512.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LogoArea/Logo_CHS/SkeletonGraphic (MaidCafe_Logo_CH),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 176.0}","{""x"": 512.0, ""y"": 512.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LoadingBar/Text,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": -79.0}","{""x"": 1020.32, ""y"": 60.0}",0
prefab,UILoading,Assets/Resources/prefabs/ui/UILoading.prefab,UILoading/LoadingBar/Text,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 134.0}","{""x"": 1020.32, ""y"": 60.0}",0
